FUID,Number_of_Occurrences,Platforms,Platform_Count
FUID-RINNE:02099-14012-8.8,2,"AWS, AZURE",2
FUID-KCLOU:02068-33347-00,2,AZURE,1
FUID-COGNO:01048-5048-20.04,2,"AZURE, GCP",2
FUID-INFRA:00476-4977-2022,2,"AWS, GCP",2
FUID-BANSI:02130-33402-00,2,AZURE,1
FUID-INFRA:00476-6830-24.04,2,"AZURE, GCP",2
FUID-PROVI:02008-6986-00,2,AZURE,1
FUID-PCLOU:00218-59317-00,2,AZURE,1
FUID-INFRA:00476-5188-20.04,2,"AWS, GCP",2
FUID-GRAPH:04057-14091-00,2,"AWS, AZURE",2
FUID-WORKS:01976-6836-vdi,2,"AWS, GCP",2
FUID-PCLOU:00218-59312-00,2,AZURE,1
FUID-BCLOU:00337-5181-00,2,"AZURE, GCP",2
FUID-PCLOU:00218-59309-00,2,AZURE,1
FUID-INFRA:00476-5179-20.04,2,"AWS, GCP",2
FUID-CHAIN:01685-5178-00,2,"AWS, GCP",2
FUID-UNITE:00959-23622-00,2,AWS,1
FUID-INFRA:00476-5099-2022,2,"AWS, GCP",2
FUID-BITNA:00344-5091-00,2,"AZURE, GCP",2
FUID-PRAGM:04250-15518-00,2,AWS,1
FUID-APPS4:00107-5028-11,2,"AZURE, GCP",2
FUID-ENV0:01667-5025-00,2,"AWS, GCP",2
FUID-KCLOU:02068-43521-00,2,AZURE,1
FUID-KCLOU:02068-43522-00,2,AZURE,1
FUID-F5:01411-5018-25,2,"AWS, GCP",2
FUID-APPS4:00107-5017-11,2,"AZURE, GCP",2
FUID-AODN:05359-24978-00,2,AWS,1
FUID-THEBI:06067-24980-00,2,AWS,1
FUID-COGNO:01048-43530-1.37,2,AZURE,1
FUID-ATHIN:02588-43534-00,2,AZURE,1
FUID-REDHA:01014-13994-00,2,AWS,1
FUID-BITNA:00344-5000-00,2,"AZURE, GCP",2
FUID-PHASE:07731-31661-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-59160-00,2,AZURE,1
FUID-PARAT:01882-6285-e4,2,"AZURE, GCP",2
FUID-INFRA:00476-42617-00,2,AZURE,1
FUID-SOURC:01900-6320-00,2,"AWS, GCP",2
FUID-PCLOU:00218-59671-6,2,AZURE,1
FUID-BCLOU:00337-5658-00,2,"AZURE, GCP",2
FUID-CONTI:01109-5656-00,2,"AWS, GCP",2
FUID-CROWD:07966-32850-00,2,"AWS, AZURE",2
FUID-APPS4:00107-5650-20.04,2,"AZURE, GCP",2
FUID-BCLOU:00337-5649-00,2,"AZURE, GCP",2
FUID-SCALE:07967-32852-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-59663-00,2,AZURE,1
FUID-PINEC:01768-5641-00,2,"AZURE, GCP",2
FUID-KCLOU:02068-26844-3.8,2,AZURE,1
FUID-INFRA:00476-5634-2019,2,"AWS, GCP",2
FUID-COCKR:01766-5632-00,2,"AWS, GCP",2
FUID-CUBEB:01303-5657-00,2,"AZURE, GCP",2
FUID-SONAT:04759-32708-00,2,"AWS, AZURE",2
FUID-PROCO:07871-32210-00,2,"AWS, AZURE",2
FUID-OPENE:08257-42548-41,2,AZURE,1
FUID-RINNE:02099-14759-10,2,"AWS, AZURE",2
FUID-PORTW:00468-6220-00,2,"AWS, GCP",2
FUID-SUPPO:02546-14762-11,2,"AWS, AZURE",2
FUID-INFRA:00476-6225-18.04,2,"AWS, GCP",2
FUID-INFRA:00476-6229-2022,2,"AWS, GCP",2
FUID-INFRA:00476-14775-2019,2,"AWS, AZURE",2
FUID-ESRI:02595-42905-00,2,AZURE,1
FUID-APPFL:12871-50784-00,2,AZURE,1
FUID-FRONT:18264-68149-00,2,AZURE,1
FUID-CLICD:01797-50794-00,2,AZURE,1
FUID-SEEQ:07936-32547-00,2,"AWS, AZURE",2
FUID-VOTIR:07937-32548-00,2,"AWS, AZURE",2
FUID-CONTI:01109-5701-00,2,"AWS, GCP",2
FUID-ANOMA:01772-5668-00,2,GCP,1
FUID-PREPN:05830-24435-00,2,AWS,1
FUID-INFRA:00476-5670-20.04,2,"AWS, GCP",2
FUID-AWARE:12548-50351-00,2,AZURE,1
FUID-APPS4:00107-5577-10,2,"AZURE, GCP",2
FUID-DELL:01357-5567-00,2,"AWS, GCP",2
FUID-HOSST:00723-32923-00,2,"AWS, AZURE",2
FUID-PERFO:01865-14319-11,2,"AWS, AZURE",2
FUID-HEIMD:01746-5557-00,2,"AWS, GCP",2
FUID-UNICO:18124-67860-00,2,AZURE,1
FUID-INAST:18545-68767-00,2,AZURE,1
FUID-BYTEB:01756-5551-00,2,"AWS, GCP",2
FUID-PCLOU:00218-33821-00,2,AZURE,1
FUID-TIDAL:00029-14315-20.04,2,"AWS, AZURE",2
FUID-TIDAL:00029-14314-20.04,2,"AWS, AZURE",2
FUID-SPOTI:13102-51131-00,2,AZURE,1
FUID-SOLAR:08551-42317-00,2,AZURE,1
FUID-PILLA:07980-32940-00,2,"AWS, AZURE",2
FUID-BITNA:00344-5542-00,2,"AZURE, GCP",2
FUID-CONTI:01109-5607-00,2,"AWS, GCP",2
FUID-CONTI:01109-5614-00,2,"AWS, GCP",2
FUID-SETER:15547-59645-00,2,AZURE,1
FUID-ITERA:07852-32089-00,2,AWS,1
FUID-MISTR:00982-6482-25.01,2,"AZURE, GCP",2
FUID-YUGAB:00962-5698-00,2,"AWS, GCP",2
FUID-APPS4:00107-5695-12,2,"AZURE, GCP",2
FUID-QUODD:06005-24598-00,2,AWS,1
FUID-ATHIN:02588-32118-00,2,"AWS, AZURE",2
FUID-SOUTH:00688-32835-00,2,"AWS, AZURE",2
FUID-INFRA:00476-5671-20.04,2,"AWS, GCP",2
FUID-SENKR:15657-60153-00,2,AZURE,1
FUID-PARAL:01839-5982-00,2,"AZURE, GCP",2
FUID-INFOI:01755-5540-16,2,"AWS, GCP",2
FUID-BITNA:00344-6202-00,2,"AZURE, GCP",2
FUID-ACCEN:00411-32453-00,2,"AWS, AZURE",2
FUID-HAIVI:01828-5964-00,2,"AWS, GCP",2
FUID-HAIVI:01828-5961-00,2,"AWS, GCP",2
FUID-ATEME:01827-5960-00,2,"AWS, GCP",2
FUID-VEZA:02815-50870-00,2,AZURE,1
FUID-TIDAL:00029-32261-20.04,2,"AWS, AZURE",2
FUID-TECHL:00545-6328-00,2,"AWS, GCP",2
FUID-PARKH:12942-50885-00,2,AZURE,1
FUID-SILVE:03805-14896-00,2,"AWS, AZURE",2
FUID-WORKF:01451-5882-00,2,"AWS, GCP",2
FUID-CLOUD:01634-14900-00,2,"AWS, AZURE",2
FUID-TRACE:01913-6345-00,2,"AWS, GCP",2
FUID-MAVEN:06421-60224-8,2,AZURE,1
FUID-ELECT:18411-68491-00,2,AZURE,1
FUID-ALCID:18390-68458-00,2,AZURE,1
FUID-MAVEN:06421-60226-Latest,2,AZURE,1
FUID-TAXAU:01803-5864-00,2,"AWS, GCP",2
FUID-VIDBY:01917-6355-00,2,GCP,1
FUID-RINNE:02099-14915-9.3,2,"AWS, AZURE",2
FUID-ENTRU:01558-32235-00,2,"AWS, AZURE",2
FUID-H2O:00477-6360-00,2,"AZURE, GCP",2
FUID-BEYON:07879-32232-00,2,"AWS, AZURE",2
FUID-APPS4:00107-6364-20.04,2,"AZURE, GCP",2
FUID-TECHL:00545-6372-00,2,"AWS, GCP",2
FUID-BCLOU:00337-6374-00,2,"AZURE, GCP",2
FUID-COMET:01899-6380-00,2,"AWS, GCP",2
FUID-ZABBI:03534-14908-00,2,"AWS, AZURE",2
FUID-PROCO:02218-14612-7,2,"AWS, AZURE",2
FUID-APPS4:00107-6200-20.04,2,"AZURE, GCP",2
FUID-PROCO:02218-14818-8.8,2,AWS,1
FUID-SMX:03410-14622-00,2,AWS,1
FUID-RINNE:02099-14819-8.10,2,"AWS, AZURE",2
FUID-ATEME:01827-5975-00,2,"AWS, GCP",2
FUID-AMAGI:01835-5974-00,2,"AWS, GCP",2
FUID-CONDU:01834-5973-00,2,"AWS, GCP",2
FUID-TIDAL:00029-14825-18.04,2,"AWS, AZURE",2
FUID-RINNE:02099-14756-8.6,2,"AWS, AZURE",2
FUID-HYCU:00007-6214-00,2,"AWS, GCP",2
FUID-INTER:04801-32355-00,2,"AWS, AZURE",2
FUID-APPS4:00107-6210-11,2,"AZURE, GCP",2
FUID-REDHA:01014-42824-00,2,AZURE,1
FUID-SUSE:00378-6128-00,2,"AZURE, GCP",2
FUID-SILVE:03805-14668-00,2,"AWS, AZURE",2
FUID-MULTI:01861-6122-00,2,"AWS, GCP",2
FUID-RINNE:02099-14662-9,2,"AWS, AZURE",2
FUID-PROCO:02218-14661-8,2,AWS,1
FUID-QUICK:01858-6110-00,2,"AWS, GCP",2
FUID-SILVE:03805-14697-00,2,"AWS, AZURE",2
FUID-SUSE:00378-6105-00,2,"AZURE, GCP",2
FUID-ACCEN:00411-32451-00,2,"AWS, AZURE",2
FUID-COMME:01879-6279-00,2,"AWS, GCP",2
FUID-RINNE:02099-14703-9.5,2,"AWS, AZURE",2
FUID-INTER:18315-68288-00,2,AZURE,1
FUID-TIDAL:00029-32385-10,2,"AWS, AZURE",2
FUID-APPS4:00107-6178-2016,2,"AZURE, GCP",2
FUID-APPS4:00107-6181-2016,2,"AZURE, GCP",2
FUID-BITNA:00344-6186-00,2,"AZURE, GCP",2
FUID-APPS4:00107-6190-2019,2,"AZURE, GCP",2
FUID-KCLOU:02068-43504-00,2,AZURE,1
FUID-HOSST:00723-13999-00,2,"AWS, AZURE",2
FUID-RINNE:02099-14024-9.3,2,"AWS, AZURE",2
FUID-DATAO:05420-21849-00,2,"AWS, AZURE",2
FUID-FINBI:11997-48598-00,2,AZURE,1
FUID-RINNE:02099-17525-8,2,"AWS, AZURE",2
FUID-KEENC:17087-65809-00,2,AZURE,1
FUID-TIDAL:00029-17532-2025,2,"AWS, AZURE",2
FUID-SAVIY:09892-39925-00,2,"AWS, AZURE",2
FUID-TIDAL:00029-8740-2016,2,"AWS, AZURE",2
FUID-EVERB:09891-39922-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-62238-00,2,AZURE,1
FUID-BARRA:01161-21609-00,2,"AWS, AZURE",2
FUID-ZSCAL:01537-8747-00,2,"AWS, AZURE",2
FUID-AIKID:07312-29993-00,2,"AWS, AZURE",2
FUID-PORTN:08712-35546-00,2,AZURE,1
FUID-ATHIN:02588-26474-00,2,AZURE,1
FUID-INFRA:00476-35553-00,2,AZURE,1
FUID-QUALY:01200-8755-00,2,"AWS, AZURE",2
FUID-RINNE:02099-21595-8.8,2,"AWS, AZURE",2
FUID-OMNIS:08716-35561-00,2,"AWS, AZURE",2
FUID-IMGIX:01044-2463-00,2,"AWS, GCP",2
FUID-ANITI:04621-17565-00,2,AWS,1
FUID-CIRRU:08519-39889-00,2,"AWS, AZURE",2
FUID-LEAPW:08847-57237-00,2,AZURE,1
FUID-MIDDL:08066-65777-00,2,AZURE,1
FUID-RINNE:02099-17524-8.6,2,"AWS, AZURE",2
FUID-RINNE:02099-17523-9.4,2,"AWS, AZURE",2
FUID-RINNE:02099-17522-8.8,2,"AWS, AZURE",2
FUID-RINNE:02099-17521-9.4,2,"AWS, AZURE",2
FUID-INTEL:07315-30030-00,2,AWS,1
FUID-TIDAL:00029-21658-8,2,"AWS, AZURE",2
FUID-DATAI:00425-35309-00,2,"AWS, AZURE",2
FUID-RINNE:02099-21650-9.5,2,"AWS, AZURE",2
FUID-DATAE:08661-35335-00,2,AZURE,1
FUID-TIDAL:00029-8697-20.04,2,"AWS, AZURE",2
FUID-ATHIN:02588-35465-00,2,AZURE,1
FUID-SYNCP:02517-8599-6,2,AWS,1
FUID-INFRA:00476-8597-2019,2,"AWS, AZURE",2
FUID-SYNCP:02517-8595-6,2,AWS,1
FUID-APPS4:00107-45014-10,2,AZURE,1
FUID-APPSF:02723-8523-00,2,AWS,1
FUID-IBMSO:02537-8528-4.3,2,"AWS, AZURE",2
FUID-LIEBE:08648-35279-00,2,AZURE,1
FUID-NOWSE:05446-21817-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-35296-00,2,AZURE,1
FUID-KCLOU:02068-57477-00,2,AZURE,1
FUID-NIHIL:11042-65982-00,2,AZURE,1
FUID-KCLOU:02068-62066-00,2,AZURE,1
FUID-KCLOU:02068-57471-00,2,AZURE,1
FUID-PCLOU:00218-62069-00,2,AZURE,1
FUID-TIDAL:00029-21661-10,2,"AWS, AZURE",2
FUID-KCLOU:02068-62070-00,2,AZURE,1
FUID-KCLOU:02068-57465-00,2,AZURE,1
FUID-LOGOS:15213-57460-00,2,AZURE,1
FUID-PCLOU:00218-57457-00,2,AZURE,1
FUID-MATIL:00780-8570-00,2,"AWS, AZURE",2
FUID-RESIL:03648-12566-00,2,"AWS, AZURE",2
FUID-ORTUS:04049-21791-00,2,"AWS, AZURE",2
FUID-ORTUS:04049-21789-00,2,"AWS, AZURE",2
FUID-KYLIG:02732-8577-00,2,"AWS, AZURE",2
FUID-SUPER:05438-21786-00,2,"AWS, AZURE",2
FUID-FIFTY:02706-21652-20.04,2,AWS,1
FUID-RINNE:02099-21648-9.2,2,"AWS, AZURE",2
FUID-DATAS:00447-8683-00,2,"AWS, AZURE",2
FUID-PROCO:02218-12793-8,2,AWS,1
FUID-ADSTR:05336-26104-00,2,AWS,1
FUID-KCLOU:02068-44788-00,2,AZURE,1
FUID-SEARC:19354-70882-00,2,AZURE,1
FUID-PCLOU:00218-61892-00,2,AZURE,1
FUID-ANARI:00406-2994-8.2.0,2,"AZURE, GCP",2
FUID-OPMED:05502-22008-00,2,"AWS, AZURE",2
FUID-APPS4:00107-2990-11,2,"AZURE, GCP",2
FUID-TAUS:05381-26139-00,2,AWS,1
FUID-3CX:01050-40354-00,2,"AWS, AZURE",2
FUID-INFRA:00476-35068-00,2,AZURE,1
FUID-PCLOU:00218-35069-00,2,AZURE,1
FUID-CODBE:02633-8322-00,2,AWS,1
FUID-CYWAR:02631-8320-00,2,"AWS, AZURE",2
FUID-AODN:05359-30398-1,2,AWS,1
FUID-CYWAR:02631-8318-00,2,"AWS, AZURE",2
FUID-YDATA:02611-8289-00,2,"AWS, AZURE",2
FUID-BCLOU:00337-34970-00,2,AZURE,1
FUID-OCUCO:12079-48947-3,2,AZURE,1
FUID-SOROC:10911-44749-00,2,AZURE,1
FUID-KOVAI:06509-44750-00,2,AZURE,1
FUID-DICOM:00973-34974-00,2,AZURE,1
FUID-VALAN:11159-70821-00,2,AZURE,1
FUID-HELIO:01101-3089-00,2,"AWS, GCP",2
FUID-BETSO:02614-8293-00,2,"AWS, AZURE",2
FUID-SQUID:01100-3087-00,2,"AWS, GCP",2
FUID-TARTA:07398-30338-00,2,"AWS, AZURE",2
FUID-MYCOM:02615-8294-00,2,AWS,1
FUID-ANARI:00406-3034-24,2,"AZURE, GCP",2
FUID-REDHA:01014-12795-00,2,AWS,1
FUID-LIQUI:04477-17487-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-57726-00,2,AZURE,1
FUID-INFRA:00476-35485-00,2,AZURE,1
FUID-RINNE:02099-21645-8.7,2,"AWS, AZURE",2
FUID-RINNE:02099-21644-9.5,2,"AWS, AZURE",2
FUID-BANSI:02130-35490-12,2,AZURE,1
FUID-BAYER:02240-57298-00,2,AZURE,1
FUID-IBMSO:02537-30034-00,2,"AWS, AZURE",2
FUID-COHER:01124-26444-00,2,AZURE,1
FUID-INFRA:00476-35497-00,2,AZURE,1
FUID-THETA:06261-26450-00,2,AZURE,1
FUID-RELUT:03573-30014-00,2,"AWS, AZURE",2
FUID-APPSU:04613-17506-00,2,"AWS, AZURE",2
FUID-HOSST:00723-17509-00,2,"AWS, AZURE",2
FUID-ECLYP:04070-17511-00,2,"AWS, AZURE",2
FUID-RINNE:02099-21628-9.5,2,"AWS, AZURE",2
FUID-RINNE:02099-17517-8.6,2,"AWS, AZURE",2
FUID-RINNE:02099-17518-8.9,2,"AWS, AZURE",2
FUID-RINNE:02099-17520-9.4,2,"AWS, AZURE",2
FUID-LIANW:15171-57295-00,2,AZURE,1
FUID-IBMSO:02537-26501-00,2,"AWS, AZURE",2
FUID-HOSST:00723-8506-00,2,"AWS, AZURE",2
FUID-MINSA:00510-30229-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-61850-00,2,AZURE,1
FUID-AKRID:05507-22055-00,2,"AWS, AZURE",2
FUID-DHIAS:08183-35010-00,2,AZURE,1
FUID-SONAT:04759-35013-00,2,AZURE,1
FUID-PCLOU:00218-57730-00,2,AZURE,1
FUID-ANTAR:12368-70865-00,2,AZURE,1
FUID-KCLOU:02068-35454-00,2,AZURE,1
FUID-PCLOU:00218-62181-00,2,AZURE,1
FUID-UNIFY:08604-59136-00,2,AZURE,1
FUID-ALERT:13111-51141-00,2,AZURE,1
FUID-PCLOU:00218-42294-00,2,AZURE,1
FUID-APPS4:00107-5515-11,2,"AZURE, GCP",2
FUID-SONAT:03470-51156-00,2,AZURE,1
FUID-HEIMD:01746-5507-00,2,"AWS, GCP",2
FUID-GEVER:05612-32972-00,2,"AWS, AZURE",2
FUID-INFRA:00476-5504-20.04,2,"AWS, GCP",2
FUID-WHIZ:04727-33059-00,2,AZURE,1
FUID-SOCIA:12518-50305-00,2,AZURE,1
FUID-RINNE:02099-14268-9.2,2,"AWS, AZURE",2
FUID-RINNE:02099-14266-9.3,2,"AWS, AZURE",2
FUID-INTER:04801-31982-00,2,"AWS, AZURE",2
FUID-REDHA:01014-43239-00,2,AZURE,1
FUID-RACKW:01724-5466-00,2,"AZURE, GCP",2
FUID-INFRA:00476-42249-00,2,AZURE,1
FUID-INFRA:00476-5458-2016,2,"AWS, GCP",2
FUID-COSMI:01707-5457-9,2,"AWS, GCP",2
FUID-COSMI:01707-5456-24.04,2,"AWS, GCP",2
FUID-TRASK:03931-59515-00,2,AZURE,1
FUID-ATHIN:02588-32004-00,2,AWS,1
FUID-ECLYP:04070-14220-00,2,"AWS, AZURE",2
FUID-INFRA:00476-5383-2022,2,"AWS, GCP",2
FUID-OPENV:01718-5382-00,2,"AZURE, GCP",2
FUID-COGNO:01048-68943-00,2,AZURE,1
FUID-COSMI:01707-5317-24.04,2,"AWS, GCP",2
FUID-SOFTW:13225-51288-00,2,AZURE,1
FUID-PCLOU:00218-59419-00,2,AZURE,1
FUID-COGNO:01048-6737-18.04,2,"AZURE, GCP",2
FUID-NOAAP:05803-24696-00,2,AWS,1
FUID-SMINT:13107-51137-00,2,AZURE,1
FUID-PCLOU:00218-59417-00,2,AZURE,1
FUID-BITNA:00344-5534-00,2,"AZURE, GCP",2
FUID-APPDY:01691-5231-00,2,"AZURE, GCP",2
FUID-UCBOS:05722-31823-00,2,"AWS, AZURE",2
FUID-INFRA:00476-5444-2019,2,"AWS, GCP",2
FUID-AVESH:06938-31966-00,2,"AWS, AZURE",2
FUID-COSMI:01707-5442-9,2,"AWS, GCP",2
FUID-COMMV:00825-5437-00,2,"AWS, GCP",2
FUID-HOSST:00723-31961-00,2,"AWS, AZURE",2
FUID-HOSST:00723-31960-00,2,"AWS, AZURE",2
FUID-MEDIA:01733-5433-2023,2,"AZURE, GCP",2
FUID-SILVE:01345-5432-00,2,"AZURE, GCP",2
FUID-JET:01732-5428-00,2,"AZURE, GCP",2
FUID-PERFO:15725-60482-00,2,AZURE,1
FUID-KCLOU:02068-59493-00,2,AZURE,1
FUID-C2LBI:16459-68872-00,2,AZURE,1
FUID-ROOTL:04072-14234-00,2,"AWS, AZURE",2
FUID-KCLOU:02068-59488-00,2,AZURE,1
FUID-VERIT:03837-43265-00,2,"AWS, AZURE",2
FUID-ARRAY:01193-5408-00,2,"AWS, GCP",2
FUID-PANZU:00792-5404-8.5.1,2,"AZURE, GCP",2
FUID-KEYSI:01725-5403-00,2,"AZURE, GCP",2
FUID-INFRA:00476-5401-2019,2,"AWS, GCP",2
FUID-PCLOU:00218-59481-00,2,AZURE,1
FUID-TECHL:00545-5398-00,2,"AWS, GCP",2
FUID-INFRA:00476-5448-20.04,2,"AWS, GCP",2
FUID-INFRA:00476-5450-22.04,2,"AWS, GCP",2
FUID-ANTIM:07829-31970-00,2,AWS,1
FUID-INFRA:00476-5453-2022,2,"AWS, GCP",2
FUID-CODER:01694-5304-2,2,"AWS, GCP",2
FUID-STREA:04066-14167-00,2,"AWS, AZURE",2
FUID-KCLOU:02068-35444-00,2,AZURE,1
FUID-KYNET:12479-50224-00,2,AZURE,1
FUID-NETAP:00376-5351-00,2,"AZURE, GCP",2
FUID-FLUEN:13205-51262-00,2,AZURE,1
FUID-COLLA:13209-51266-00,2,AZURE,1
FUID-INFRA:00476-5342-22.04,2,"AWS, GCP",2
FUID-SAFES:01712-5339-00,2,"AZURE, GCP",2
FUID-SCUBA:04302-15316-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-33097-00,2,AZURE,1
FUID-HARDE:03811-14188-8,2,AWS,1
FUID-PERFO:01865-14198-10,2,"AWS, AZURE",2
FUID-JINA:01884-22621-2,2,"AWS, AZURE",2
FUID-TEMPO:01424-4063-00,2,"AWS, GCP",2
FUID-BRIA:05188-21946-00,2,AWS,1
FUID-PCLOU:00218-62102-00,2,AZURE,1
FUID-KCLOU:02068-35364-00,2,AZURE,1
FUID-OCTOP:12023-48684-00,2,AZURE,1
FUID-KCLOU:02068-62115-00,2,AZURE,1
FUID-APPS4:00107-35373-2204,2,AZURE,1
FUID-NAVAN:08669-35376-00,2,AZURE,1
FUID-LUMIN:05801-26359-00,2,AWS,1
FUID-CONTR:06538-48665-00,2,AZURE,1
FUID-KCLOU:02068-62148-00,2,AZURE,1
FUID-SECBE:05410-21711-00,2,AWS,1
FUID-INFRA:00476-26392-00,2,AZURE,1
FUID-SOUTH:00688-35425-00,2,"AWS, AZURE",2
FUID-PCLOU:00218-62180-00,2,AZURE,1
FUID-HOSST:00723-8680-00,2,"AWS, AZURE",2
FUID-AGILE:08688-35443-00,2,AZURE,1
FUID-GITHU:01384-43302-00,2,AZURE,1
FUID-PERFO:01865-14199-10,2,"AWS, AZURE",2
FUID-UCBOS:05722-31872-00,2,"AWS, AZURE",2
FUID-INFRA:00476-5329-2022,2,"AWS, GCP",2
FUID-TDENG:08051-33136-00,2,"AWS, AZURE",2
FUID-NVIDI:00356-5325-9,2,"AZURE, GCP",2
FUID-MIRAN:01608-31869-2022,2,"AWS, AZURE",2
FUID-WEATH:06043-24841-00,2,AWS,1
FUID-KCLOU:02068-43358-00,2,AZURE,1
FUID-PONEB:15738-60584-00,2,AZURE,1
FUID-ONESO:04528-31840-00,2,AWS,1
FUID-SOCIA:10462-43370-00,2,AZURE,1
FUID-STEAL:06511-43373-00,2,AZURE,1
FUID-HOSST:00723-14129-00,2,"AWS, AZURE",2
FUID-TIDAL:00029-14122-8,2,"AWS, AZURE",2
FUID-TIDAL:00029-14121-10,2,"AWS, AZURE",2
FUID-MPHAS:03333-42082-00,2,"AWS, AZURE",2
FUID-MIRAN:01608-31868-2019,2,"AWS, AZURE",2
FUID-TIDAL:00029-14120-10,2,"AWS, AZURE",2
FUID-COGNO:01048-33106-16.04,2,AZURE,1
FUID-VISIO:01968-6722-00,2,"AWS, GCP",2
FUID-COSMI:01707-5379-9,2,"AWS, GCP",2
FUID-MEMVE:01129-5378-00,2,"AWS, GCP",2
FUID-DIZZI:01722-5376-00,2,"AWS, GCP",2
FUID-ONCOR:01721-5374-00,2,"AZURE, GCP",2
FUID-INFRA:00476-68904-20.10,2,AZURE,1
FUID-COGNO:01048-67295-2019,2,AZURE,1
FUID-OPENV:01718-5363-00,2,"AZURE, GCP",2
FUID-INFRA:00476-5361-18.04,2,"AWS, GCP",2
FUID-INFRA:00476-5360-00,2,"AZURE, GCP",2
FUID-WEAVI:08030-33080-00,2,AZURE,1
FUID-ACCER:04734-18061-00,2,"AWS, AZURE",2
